,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,class,predicted
6284,> 45,services,married,secondary,no,> 1158,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6285,(34 - 45],housemaid,married,secondary,no,<= 235,no,no,telephone,> 20,jul,> 2,-1,0,unknown,0,0
6286,> 45,management,married,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,feb,<= 2,210,3,success,0,1
6287,> 45,technician,married,secondary,no,(235 - 1158],no,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,0,0
6288,(34 - 45],technician,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],aug,<= 2,-1,0,unknown,0,0
6289,> 45,technician,married,secondary,no,<= 235,yes,yes,cellular,> 20,apr,<= 2,223,3,other,0,0
6290,(34 - 45],self-employed,married,secondary,no,> 1158,no,no,unknown,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6291,(34 - 45],management,married,tertiary,no,<= 235,yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
6292,(34 - 45],blue-collar,married,unknown,no,> 1158,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6293,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6294,(34 - 45],management,single,tertiary,no,> 1158,no,no,cellular,<= 11,sep,<= 2,-1,0,unknown,0,1
6295,> 45,admin.,divorced,secondary,no,> 1158,no,no,cellular,<= 11,aug,<= 2,102,3,success,0,1
6296,(34 - 45],technician,married,secondary,no,(235 - 1158],yes,no,cellular,> 20,nov,<= 2,100,2,failure,0,0
6297,(34 - 45],blue-collar,single,primary,no,(235 - 1158],yes,yes,telephone,<= 11,may,<= 2,-1,0,unknown,0,0
6298,<= 34,blue-collar,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],nov,> 2,-1,0,unknown,0,0
6299,<= 34,self-employed,married,primary,no,(235 - 1158],yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6300,> 45,blue-collar,divorced,secondary,no,<= 235,no,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6301,> 45,retired,married,secondary,no,> 1158,no,yes,cellular,> 20,jan,<= 2,-1,0,unknown,0,0
6302,> 45,blue-collar,married,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],may,> 2,-1,0,unknown,0,0
6303,<= 34,unemployed,married,secondary,no,<= 235,yes,no,unknown,(11 - 20],may,> 2,-1,0,unknown,0,0
6304,(34 - 45],admin.,single,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,<= 2,295,1,failure,0,0
6305,(34 - 45],management,married,tertiary,no,> 1158,yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,0,0
6306,> 45,management,divorced,tertiary,no,<= 235,yes,no,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6307,<= 34,admin.,single,secondary,no,(235 - 1158],yes,no,cellular,<= 11,jun,<= 2,-1,0,unknown,0,1
6308,<= 34,student,single,unknown,no,> 1158,no,no,cellular,<= 11,feb,> 2,-1,0,unknown,0,1
6309,(34 - 45],services,married,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,316,1,failure,0,0
6310,<= 34,blue-collar,married,secondary,no,<= 235,yes,yes,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6311,> 45,retired,married,primary,no,<= 235,yes,yes,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6312,> 45,services,married,secondary,no,<= 235,no,no,cellular,(11 - 20],aug,> 2,-1,0,unknown,0,0
6313,(34 - 45],admin.,divorced,secondary,no,(235 - 1158],yes,yes,cellular,(11 - 20],aug,<= 2,-1,0,unknown,0,0
6314,> 45,retired,married,primary,no,(235 - 1158],no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
6315,> 45,management,married,tertiary,no,> 1158,no,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6316,<= 34,technician,married,secondary,no,> 1158,yes,yes,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
6317,(34 - 45],blue-collar,divorced,primary,no,<= 235,no,no,cellular,<= 11,feb,<= 2,-1,0,unknown,0,1
6318,(34 - 45],management,married,tertiary,no,> 1158,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
6319,(34 - 45],admin.,married,secondary,yes,<= 235,no,yes,unknown,> 20,jun,> 2,-1,0,unknown,0,0
6320,> 45,admin.,married,primary,no,(235 - 1158],yes,no,cellular,> 20,jan,> 2,259,7,failure,0,0
6321,> 45,retired,married,secondary,no,> 1158,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
6322,<= 34,services,single,secondary,no,> 1158,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6323,<= 34,management,single,tertiary,no,<= 235,yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,1
6324,> 45,management,single,tertiary,no,> 1158,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,1
6325,> 45,retired,divorced,primary,no,<= 235,no,no,telephone,<= 11,nov,> 2,90,1,other,0,1
6326,<= 34,services,married,primary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
6327,(34 - 45],blue-collar,divorced,secondary,no,> 1158,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6328,(34 - 45],self-employed,married,secondary,no,(235 - 1158],yes,no,cellular,> 20,nov,> 2,-1,0,unknown,0,0
6329,<= 34,technician,single,tertiary,no,<= 235,yes,no,cellular,(11 - 20],may,> 2,-1,0,unknown,0,0
6330,<= 34,services,single,secondary,no,<= 235,no,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,1
6331,(34 - 45],technician,married,secondary,no,(235 - 1158],no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
6332,(34 - 45],management,married,tertiary,no,<= 235,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
6333,(34 - 45],admin.,married,secondary,no,(235 - 1158],yes,yes,unknown,<= 11,may,> 2,-1,0,unknown,0,0
6334,> 45,services,married,secondary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,0,0
6335,<= 34,admin.,single,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
6336,(34 - 45],unemployed,single,tertiary,no,> 1158,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,1
6337,(34 - 45],technician,married,tertiary,no,(235 - 1158],no,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
6338,<= 34,unknown,single,secondary,no,(235 - 1158],no,no,cellular,> 20,may,<= 2,-1,0,unknown,0,1
6339,> 45,technician,divorced,secondary,no,> 1158,yes,yes,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6340,<= 34,admin.,single,secondary,no,(235 - 1158],no,no,cellular,<= 11,oct,<= 2,216,2,failure,0,1
6341,(34 - 45],blue-collar,married,unknown,no,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6342,> 45,admin.,divorced,secondary,no,(235 - 1158],no,yes,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6343,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],aug,> 2,-1,0,unknown,0,1
6344,(34 - 45],admin.,single,secondary,no,(235 - 1158],yes,no,cellular,> 20,dec,> 2,202,17,failure,0,0
6345,<= 34,blue-collar,married,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,308,2,other,0,0
6346,<= 34,self-employed,single,secondary,no,<= 235,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6347,<= 34,blue-collar,married,secondary,no,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6348,(34 - 45],unemployed,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],nov,> 2,-1,0,unknown,0,0
6349,> 45,management,married,tertiary,no,<= 235,no,yes,cellular,<= 11,feb,<= 2,265,6,other,0,0
6350,<= 34,services,married,secondary,no,<= 235,yes,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,1
6351,<= 34,technician,married,tertiary,no,<= 235,yes,no,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6352,(34 - 45],management,married,secondary,no,(235 - 1158],no,yes,cellular,> 20,jan,<= 2,183,11,failure,0,0
6353,> 45,technician,married,secondary,no,(235 - 1158],no,no,telephone,<= 11,feb,> 2,-1,0,unknown,0,0
6354,> 45,admin.,married,secondary,no,(235 - 1158],no,no,cellular,> 20,aug,<= 2,-1,0,unknown,0,0
6355,(34 - 45],management,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],may,<= 2,58,3,failure,0,1
6356,<= 34,admin.,single,secondary,no,> 1158,no,no,cellular,> 20,apr,<= 2,-1,0,unknown,0,1
6357,(34 - 45],housemaid,married,primary,no,> 1158,yes,no,cellular,(11 - 20],jul,> 2,-1,0,unknown,0,0
6358,(34 - 45],blue-collar,divorced,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6359,> 45,services,married,primary,no,(235 - 1158],yes,no,unknown,<= 11,jun,> 2,-1,0,unknown,0,0
6360,<= 34,management,married,tertiary,no,<= 235,yes,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
6361,> 45,blue-collar,married,secondary,no,> 1158,yes,no,telephone,<= 11,jul,<= 2,-1,0,unknown,0,1
6362,<= 34,student,single,unknown,no,(235 - 1158],no,no,cellular,> 20,may,> 2,-1,0,unknown,0,1
6363,> 45,unknown,married,unknown,no,> 1158,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,1
6364,(34 - 45],technician,married,tertiary,no,(235 - 1158],no,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
6365,> 45,management,married,tertiary,no,<= 235,no,no,cellular,<= 11,aug,> 2,130,3,other,0,1
6366,<= 34,management,single,secondary,no,> 1158,yes,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
6367,<= 34,management,single,tertiary,no,<= 235,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,0
6368,<= 34,admin.,married,secondary,no,<= 235,yes,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,0
6369,> 45,admin.,married,primary,no,<= 235,yes,no,cellular,<= 11,apr,<= 2,227,4,failure,0,0
6370,<= 34,student,single,secondary,no,> 1158,no,no,cellular,<= 11,jun,<= 2,-1,0,unknown,0,1
6371,<= 34,entrepreneur,married,secondary,no,> 1158,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6372,> 45,technician,married,secondary,no,<= 235,no,no,telephone,(11 - 20],aug,<= 2,106,6,success,0,1
6373,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
6374,<= 34,admin.,married,secondary,no,<= 235,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6375,> 45,management,married,primary,no,(235 - 1158],no,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6376,(34 - 45],admin.,single,tertiary,no,(235 - 1158],yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,1
6377,(34 - 45],management,single,tertiary,no,<= 235,no,no,cellular,> 20,aug,> 2,-1,0,unknown,0,0
6378,(34 - 45],entrepreneur,married,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6379,<= 34,admin.,married,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,0,0
6380,> 45,blue-collar,married,secondary,no,<= 235,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
6381,<= 34,entrepreneur,divorced,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,0
6382,<= 34,student,single,tertiary,no,<= 235,yes,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
6383,<= 34,technician,married,secondary,no,<= 235,no,no,cellular,> 20,may,<= 2,70,2,success,0,1
6384,> 45,services,single,primary,no,<= 235,no,no,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
6385,(34 - 45],blue-collar,single,primary,no,<= 235,no,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
6386,(34 - 45],management,divorced,tertiary,no,(235 - 1158],no,no,cellular,<= 11,feb,<= 2,-1,0,unknown,0,1
6387,(34 - 45],management,single,tertiary,no,(235 - 1158],no,no,unknown,> 20,sep,<= 2,771,2,success,0,1
6388,> 45,management,divorced,tertiary,no,<= 235,yes,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,0,0
6389,(34 - 45],blue-collar,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,0
6390,> 45,management,single,unknown,no,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6391,> 45,blue-collar,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],aug,> 2,-1,0,unknown,0,0
6392,> 45,retired,married,secondary,no,> 1158,no,yes,cellular,(11 - 20],jul,> 2,-1,0,unknown,0,0
6393,<= 34,services,married,secondary,no,<= 235,yes,no,cellular,(11 - 20],may,<= 2,370,1,failure,0,0
6394,> 45,services,married,secondary,no,> 1158,yes,no,cellular,<= 11,aug,> 2,-1,0,unknown,0,0
6395,<= 34,admin.,single,secondary,no,> 1158,yes,yes,unknown,> 20,may,> 2,-1,0,unknown,0,0
6396,> 45,admin.,married,secondary,no,(235 - 1158],yes,yes,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
6397,<= 34,management,married,tertiary,no,> 1158,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,0
6398,(34 - 45],technician,married,secondary,no,(235 - 1158],no,yes,cellular,> 20,aug,<= 2,-1,0,unknown,0,0
6399,> 45,retired,married,tertiary,no,<= 235,no,no,unknown,> 20,may,> 2,-1,0,unknown,0,0
6400,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,0
6401,(34 - 45],admin.,divorced,secondary,no,<= 235,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6402,> 45,blue-collar,married,primary,no,<= 235,no,yes,cellular,> 20,aug,> 2,-1,0,unknown,0,0
6403,(34 - 45],management,married,tertiary,no,> 1158,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6404,> 45,services,married,secondary,no,> 1158,yes,no,unknown,(11 - 20],may,> 2,-1,0,unknown,0,0
6405,<= 34,blue-collar,married,primary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
6406,(34 - 45],services,single,secondary,no,(235 - 1158],yes,no,unknown,(11 - 20],may,> 2,-1,0,unknown,0,0
6407,<= 34,unemployed,married,tertiary,no,<= 235,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6408,> 45,management,married,tertiary,no,> 1158,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6409,(34 - 45],blue-collar,divorced,primary,no,<= 235,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6410,(34 - 45],blue-collar,single,secondary,no,<= 235,yes,no,cellular,(11 - 20],may,> 2,370,5,failure,0,0
6411,<= 34,unemployed,married,secondary,no,(235 - 1158],yes,yes,cellular,<= 11,apr,<= 2,323,1,failure,0,1
6412,(34 - 45],admin.,divorced,secondary,no,(235 - 1158],yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6413,<= 34,services,married,secondary,no,<= 235,yes,no,cellular,> 20,jan,<= 2,-1,0,unknown,0,0
6414,(34 - 45],blue-collar,married,secondary,no,(235 - 1158],yes,no,unknown,<= 11,may,> 2,-1,0,unknown,0,0
6415,> 45,self-employed,single,tertiary,no,<= 235,no,yes,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6416,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,yes,cellular,(11 - 20],may,<= 2,-1,0,unknown,0,0
6417,<= 34,admin.,single,secondary,no,(235 - 1158],yes,yes,cellular,<= 11,feb,> 2,-1,0,unknown,0,1
6418,(34 - 45],management,divorced,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,feb,> 2,-1,0,unknown,0,0
6419,> 45,unemployed,single,secondary,no,> 1158,no,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6420,> 45,blue-collar,married,primary,no,<= 235,yes,yes,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6421,<= 34,self-employed,single,secondary,no,(235 - 1158],yes,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6422,<= 34,admin.,single,secondary,no,<= 235,yes,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6423,> 45,blue-collar,married,secondary,no,> 1158,no,no,unknown,> 20,jun,> 2,-1,0,unknown,0,0
6424,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6425,<= 34,blue-collar,married,tertiary,no,(235 - 1158],no,yes,cellular,<= 11,jul,> 2,-1,0,unknown,0,1
6426,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6427,(34 - 45],admin.,married,secondary,no,<= 235,yes,no,unknown,<= 11,jul,> 2,-1,0,unknown,0,0
6428,(34 - 45],blue-collar,single,secondary,no,(235 - 1158],no,no,unknown,<= 11,sep,<= 2,-1,0,unknown,0,0
6429,> 45,blue-collar,married,secondary,no,<= 235,no,yes,unknown,<= 11,jun,<= 2,-1,0,unknown,0,1
6430,> 45,management,married,tertiary,no,(235 - 1158],yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6431,<= 34,management,married,tertiary,no,<= 235,no,yes,cellular,> 20,aug,<= 2,-1,0,unknown,0,0
6432,<= 34,self-employed,single,tertiary,no,<= 235,no,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6433,> 45,management,married,tertiary,no,<= 235,no,yes,cellular,(11 - 20],nov,> 2,-1,0,unknown,0,0
6434,<= 34,self-employed,married,tertiary,no,<= 235,no,no,cellular,> 20,jan,<= 2,-1,0,unknown,0,0
6435,<= 34,blue-collar,married,secondary,no,(235 - 1158],yes,no,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6436,<= 34,services,single,secondary,no,<= 235,yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
6437,<= 34,blue-collar,married,primary,no,<= 235,no,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6438,> 45,management,married,tertiary,no,<= 235,no,no,cellular,<= 11,feb,<= 2,9,2,other,0,0
6439,<= 34,blue-collar,single,secondary,no,(235 - 1158],no,no,cellular,> 20,jan,<= 2,196,2,other,0,0
6440,> 45,management,married,primary,no,(235 - 1158],no,no,cellular,<= 11,mar,> 2,-1,0,unknown,0,0
6441,<= 34,blue-collar,married,primary,no,> 1158,yes,no,telephone,<= 11,feb,> 2,-1,0,unknown,0,0
6442,(34 - 45],housemaid,married,secondary,no,<= 235,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6443,(34 - 45],management,married,tertiary,no,<= 235,yes,yes,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6444,> 45,technician,married,secondary,yes,(235 - 1158],no,no,unknown,<= 11,may,> 2,-1,0,unknown,0,0
6445,<= 34,admin.,married,secondary,no,(235 - 1158],no,no,unknown,<= 11,may,> 2,-1,0,unknown,0,0
6446,<= 34,blue-collar,single,secondary,no,<= 235,yes,no,unknown,(11 - 20],may,> 2,-1,0,unknown,0,0
6447,(34 - 45],blue-collar,married,primary,no,(235 - 1158],yes,yes,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6448,(34 - 45],services,married,tertiary,no,<= 235,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6449,(34 - 45],services,married,secondary,no,> 1158,yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
6450,(34 - 45],technician,married,tertiary,no,> 1158,no,no,cellular,> 20,oct,<= 2,-1,0,unknown,0,1
6451,> 45,blue-collar,married,tertiary,no,(235 - 1158],yes,no,cellular,(11 - 20],nov,<= 2,195,1,failure,0,0
6452,<= 34,technician,single,secondary,no,(235 - 1158],yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
6453,> 45,services,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,may,<= 2,366,1,other,0,0
6454,(34 - 45],unemployed,married,secondary,no,(235 - 1158],no,no,telephone,<= 11,feb,<= 2,-1,0,unknown,0,0
6455,(34 - 45],entrepreneur,married,primary,no,(235 - 1158],no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6456,<= 34,student,single,secondary,no,<= 235,no,no,cellular,> 20,aug,<= 2,-1,0,unknown,0,1
6457,(34 - 45],blue-collar,married,secondary,no,> 1158,no,yes,telephone,> 20,jul,<= 2,-1,0,unknown,0,0
6458,(34 - 45],technician,married,secondary,no,<= 235,no,no,cellular,> 20,jan,<= 2,156,8,other,0,1
6459,<= 34,technician,married,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,jun,<= 2,-1,0,unknown,0,1
6460,> 45,services,married,secondary,no,<= 235,yes,no,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6461,(34 - 45],technician,married,secondary,no,(235 - 1158],yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6462,<= 34,services,married,secondary,no,> 1158,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6463,> 45,retired,married,primary,no,(235 - 1158],no,no,telephone,> 20,apr,> 2,-1,0,unknown,0,1
6464,(34 - 45],technician,married,unknown,no,<= 235,yes,no,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
6465,(34 - 45],management,single,tertiary,no,<= 235,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,0
6466,> 45,management,married,tertiary,no,<= 235,no,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
6467,(34 - 45],services,married,unknown,no,(235 - 1158],no,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,0
6468,> 45,housemaid,divorced,primary,no,> 1158,no,no,unknown,(11 - 20],jun,<= 2,-1,0,unknown,0,0
6469,(34 - 45],blue-collar,married,tertiary,no,> 1158,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,0,1
6470,(34 - 45],admin.,divorced,secondary,no,<= 235,no,yes,cellular,> 20,jan,<= 2,-1,0,unknown,0,0
6471,<= 34,management,married,tertiary,no,> 1158,no,yes,cellular,> 20,jan,<= 2,-1,0,unknown,0,0
6472,> 45,entrepreneur,married,tertiary,no,> 1158,yes,no,cellular,> 20,nov,<= 2,-1,0,unknown,0,0
6473,<= 34,blue-collar,single,secondary,no,<= 235,no,no,unknown,(11 - 20],may,> 2,-1,0,unknown,0,0
6474,(34 - 45],admin.,married,secondary,no,> 1158,yes,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6475,(34 - 45],entrepreneur,married,tertiary,no,(235 - 1158],yes,no,unknown,(11 - 20],jun,> 2,-1,0,unknown,0,0
6476,<= 34,blue-collar,single,secondary,no,<= 235,no,no,cellular,<= 11,jun,<= 2,94,3,success,0,1
6477,(34 - 45],management,single,tertiary,no,<= 235,yes,no,cellular,(11 - 20],may,> 2,369,3,failure,0,1
6478,> 45,retired,divorced,unknown,no,> 1158,no,no,telephone,(11 - 20],apr,<= 2,-1,0,unknown,0,1
6479,<= 34,management,married,tertiary,no,> 1158,no,no,cellular,> 20,may,<= 2,103,1,success,0,1
6480,> 45,retired,married,primary,no,> 1158,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6481,> 45,management,married,tertiary,no,(235 - 1158],no,no,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6482,(34 - 45],entrepreneur,married,tertiary,no,<= 235,yes,no,cellular,> 20,nov,<= 2,-1,0,unknown,0,0
6483,(34 - 45],admin.,married,secondary,yes,<= 235,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6484,(34 - 45],technician,single,secondary,no,> 1158,no,no,unknown,<= 11,jun,<= 2,-1,0,unknown,0,0
6485,(34 - 45],blue-collar,married,secondary,no,(235 - 1158],yes,no,cellular,> 20,jul,<= 2,-1,0,unknown,0,0
6486,(34 - 45],admin.,single,tertiary,no,> 1158,yes,no,unknown,> 20,may,<= 2,-1,0,unknown,0,0
6487,(34 - 45],unemployed,single,secondary,no,<= 235,no,no,cellular,<= 11,feb,<= 2,-1,0,unknown,0,1
6488,> 45,management,married,primary,no,> 1158,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
6489,(34 - 45],admin.,divorced,secondary,yes,<= 235,no,yes,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6490,(34 - 45],entrepreneur,married,tertiary,no,<= 235,yes,yes,cellular,> 20,jul,> 2,-1,0,unknown,0,0
6491,<= 34,technician,married,tertiary,no,> 1158,no,no,cellular,<= 11,aug,<= 2,-1,0,unknown,0,1
6492,(34 - 45],management,divorced,tertiary,no,<= 235,no,no,cellular,> 20,jan,> 2,-1,0,unknown,0,0
6493,(34 - 45],technician,married,tertiary,no,> 1158,no,no,cellular,<= 11,aug,> 2,-1,0,unknown,0,1
6494,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6495,<= 34,self-employed,married,tertiary,no,> 1158,no,no,telephone,<= 11,aug,> 2,70,3,failure,0,1
6496,<= 34,admin.,single,secondary,no,<= 235,yes,yes,cellular,(11 - 20],may,> 2,344,7,other,0,0
6497,> 45,technician,married,secondary,yes,<= 235,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6498,(34 - 45],management,single,tertiary,no,> 1158,no,no,cellular,> 20,nov,> 2,114,1,failure,0,0
6499,> 45,technician,divorced,tertiary,no,> 1158,no,no,cellular,<= 11,aug,> 2,-1,0,unknown,0,1
6500,<= 34,self-employed,married,tertiary,no,<= 235,yes,yes,unknown,<= 11,may,> 2,-1,0,unknown,0,0
6501,<= 34,admin.,divorced,secondary,no,> 1158,yes,yes,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6502,<= 34,services,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,jul,<= 2,-1,0,unknown,0,0
6503,<= 34,admin.,divorced,primary,no,> 1158,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6504,(34 - 45],technician,single,unknown,no,<= 235,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6505,<= 34,blue-collar,married,secondary,no,> 1158,yes,no,unknown,<= 11,may,<= 2,-1,0,unknown,0,0
6506,(34 - 45],technician,divorced,secondary,no,> 1158,yes,yes,cellular,(11 - 20],aug,> 2,-1,0,unknown,0,0
6507,> 45,admin.,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,may,<= 2,-1,0,unknown,0,0
6508,> 45,management,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],aug,<= 2,-1,0,unknown,0,1
6509,(34 - 45],technician,married,secondary,no,<= 235,no,no,cellular,(11 - 20],jul,<= 2,-1,0,unknown,0,0
6510,<= 34,admin.,married,secondary,no,<= 235,yes,no,cellular,<= 11,feb,> 2,-1,0,unknown,0,0
6511,<= 34,entrepreneur,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],nov,<= 2,-1,0,unknown,0,0
6512,> 45,technician,single,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],may,> 2,177,5,failure,0,0
6513,> 45,services,married,secondary,no,> 1158,yes,no,unknown,(11 - 20],may,<= 2,-1,0,unknown,0,0
