,age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,predicted
17681,<= 31,Private,High School grad,Never-Married,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
17682,(31 - 44],Private,Associates,Never-Married,Service,Unmarried,Black,Female,0,0,<= 40,0,0
17683,(31 - 44],Self-emp-not-inc,Prof-School,Never-Married,Professional,Not-in-family,White,Male,0,High,> 40,1,1
17684,> 44,Private,Masters,Married,Sales,Husband,White,Male,0,0,<= 40,1,1
17685,(31 - 44],Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
17686,<= 31,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,> 40,0,0
17687,(31 - 44],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,0,1
17688,<= 31,Private,High School grad,Married,Sales,Wife,White,Female,0,0,<= 40,0,0
17689,<= 31,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,<= 40,0,0
17690,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17691,> 44,Self-emp-not-inc,Dropout,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
17692,<= 31,Self-emp-not-inc,Bachelors,Never-Married,Professional,Own-child,White,Male,0,0,<= 40,0,0
17693,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<= 40,0,0
17694,(31 - 44],Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17695,> 44,Local-gov,High School grad,Married,Other,Husband,White,Male,0,0,> 40,1,0
17696,> 44,Self-emp-not-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,1
17697,(31 - 44],State-gov,Masters,Separated,Professional,Unmarried,White,Female,0,0,<= 40,0,0
17698,(31 - 44],Federal-gov,Associates,Married,Admin,Wife,White,Female,High,0,<= 40,1,1
17699,<= 31,Private,High School grad,Never-Married,Other,Other-relative,Black,Male,0,0,<= 40,0,0
17700,<= 31,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
17701,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17702,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17703,<= 31,Private,Dropout,Never-Married,Service,Other-relative,White,Male,0,0,<= 40,0,0
17704,<= 31,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,<= 40,0,0
17705,<= 31,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
17706,> 44,Private,Bachelors,Married,White-Collar,Husband,Black,Male,0,0,<= 40,0,1
17707,> 44,Private,Masters,Separated,White-Collar,Not-in-family,White,Female,0,0,> 40,1,1
17708,> 44,Private,Dropout,Widowed,Blue-Collar,Unmarried,Black,Male,0,0,<= 40,0,0
17709,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,> 40,1,1
17710,<= 31,Federal-gov,High School grad,Married,Sales,Wife,White,Female,0,0,<= 40,0,0
17711,(31 - 44],Local-gov,Bachelors,Separated,Professional,Unmarried,White,Female,0,0,<= 40,0,0
17712,(31 - 44],Private,High School grad,Married,Admin,Husband,White,Male,0,0,> 40,0,0
17713,(31 - 44],Private,High School grad,Separated,Service,Own-child,White,Female,0,0,<= 40,0,0
17714,> 44,Private,High School grad,Separated,Admin,Own-child,White,Female,0,0,<= 40,0,0
17715,> 44,Private,Prof-School,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,0
17716,<= 31,Private,High School grad,Never-Married,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
17717,> 44,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
17718,> 44,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
17719,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
17720,> 44,Private,Dropout,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
17721,<= 31,Local-gov,Masters,Never-Married,Professional,Own-child,Asian-Pac-Islander,Male,0,0,<= 40,0,0
17722,<= 31,Private,High School grad,Separated,Other,Unmarried,White,Female,0,0,<= 40,0,0
17723,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
17724,> 44,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,High,> 40,1,1
17725,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17726,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
17727,<= 31,Private,High School grad,Married,Service,Husband,White,Male,0,Low,> 40,0,0
17728,> 44,Private,Dropout,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
17729,> 44,Private,Dropout,Widowed,Service,Not-in-family,Black,Female,Low,0,<= 40,0,0
17730,(31 - 44],Local-gov,High School grad,Separated,Admin,Own-child,White,Female,0,Low,<= 40,0,0
17731,<= 31,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
17732,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17733,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
17734,(31 - 44],Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,> 40,0,0
17735,<= 31,Local-gov,Masters,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
17736,<= 31,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Female,0,0,<= 40,0,0
17737,<= 31,Private,Masters,Married,Sales,Wife,White,Female,0,0,<= 40,0,1
17738,(31 - 44],Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,<= 40,0,0
17739,<= 31,Private,High School grad,Married,Other,Husband,White,Male,0,0,<= 40,1,1
17740,(31 - 44],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,0,1
17741,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,1,1
17742,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17743,<= 31,Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,<= 40,0,0
17744,> 44,Private,High School grad,Separated,Blue-Collar,Unmarried,Black,Male,0,0,<= 40,0,0
17745,(31 - 44],Self-emp-not-inc,Associates,Married,White-Collar,Husband,White,Male,0,0,> 40,0,0
17746,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
17747,> 44,Private,Associates,Married,Sales,Wife,White,Female,0,High,<= 40,1,1
17748,> 44,Private,High School grad,Separated,Blue-Collar,Own-child,Black,Female,0,0,<= 40,0,0
17749,<= 31,Private,Bachelors,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
17750,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17751,(31 - 44],Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
17752,<= 31,Self-emp-not-inc,Prof-School,Never-Married,Professional,Own-child,White,Male,0,0,> 40,1,0
17753,<= 31,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17754,> 44,Local-gov,High School grad,Married,Admin,Husband,White,Male,0,Low,> 40,0,0
17755,(31 - 44],Private,High School grad,Never-Married,Service,Own-child,Black,Male,0,0,<= 40,0,0
17756,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
17757,> 44,Private,Dropout,Married,Blue-Collar,Wife,Black,Female,0,0,<= 40,0,0
17758,(31 - 44],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17759,<= 31,Private,High School grad,Never-Married,Sales,Unmarried,Black,Female,0,0,<= 40,0,0
17760,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
17761,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17762,<= 31,State-gov,Bachelors,Never-Married,Other,Own-child,Asian-Pac-Islander,Male,0,0,<= 40,0,0
17763,<= 31,Local-gov,Dropout,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
17764,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<= 40,0,0
17765,<= 31,Private,Dropout,Never-Married,Service,Other-relative,White,Female,0,0,<= 40,0,0
17766,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,0
17767,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,> 40,0,0
17768,<= 31,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,0
17769,> 44,Private,High School grad,Widowed,White-Collar,Unmarried,Black,Female,0,Low,<= 40,0,0
17770,(31 - 44],Private,Bachelors,Married,Other,Husband,Black,Male,0,0,<= 40,0,0
17771,<= 31,Private,High School grad,Never-Married,Blue-Collar,Unmarried,Black,Female,0,0,<= 40,0,0
17772,> 44,Private,High School grad,Married,Professional,Husband,White,Male,0,0,<= 40,0,1
17773,> 44,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
17774,> 44,Local-gov,Masters,Separated,Professional,Unmarried,White,Female,0,0,> 40,0,0
17775,(31 - 44],Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
17776,> 44,Self-emp-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,1
17777,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,> 40,0,0
17778,(31 - 44],Private,Associates,Married,Professional,Husband,White,Male,0,0,<= 40,1,0
17779,(31 - 44],Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,> 40,0,0
17780,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,> 40,0,0
17781,(31 - 44],Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
17782,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
17783,> 44,Private,High School grad,Widowed,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
17784,> 44,Self-emp-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,1,1
17785,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
17786,(31 - 44],Self-emp-not-inc,Bachelors,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
17787,(31 - 44],Private,Bachelors,Married,Professional,Husband,White,Male,Low,0,> 40,1,1
17788,(31 - 44],Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17789,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,1,0
17790,> 44,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,0,0
17791,<= 31,Private,High School grad,Never-Married,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
17792,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,Low,0,<= 40,0,0
17793,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,1,0
17794,<= 31,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,> 40,0,0
17795,(31 - 44],State-gov,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
17796,(31 - 44],Private,Masters,Never-Married,White-Collar,Not-in-family,White,Male,0,0,<= 40,1,1
17797,<= 31,Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,<= 40,0,0
17798,(31 - 44],Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,0
17799,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17800,<= 31,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
17801,<= 31,Private,Bachelors,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
17802,> 44,Local-gov,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,1,0
17803,> 44,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
17804,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17805,(31 - 44],Private,Masters,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,> 40,0,1
17806,<= 31,Private,High School grad,Never-Married,Professional,Own-child,White,Male,0,0,<= 40,0,0
17807,> 44,Self-emp-not-inc,High School grad,Separated,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
17808,> 44,Private,Associates,Never-Married,White-Collar,Unmarried,White,Female,0,0,<= 40,0,0
17809,<= 31,Private,Dropout,Married,Blue-Collar,Wife,Amer-Indian-Eskimo,Female,0,0,<= 40,0,0
17810,(31 - 44],Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,0,1
17811,(31 - 44],Local-gov,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17812,(31 - 44],Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,> 40,0,0
17813,(31 - 44],Private,High School grad,Separated,Blue-Collar,Other-relative,White,Female,0,0,<= 40,0,0
17814,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<= 40,0,0
17815,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17816,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17817,(31 - 44],Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
17818,(31 - 44],Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
17819,<= 31,Private,Associates,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
17820,(31 - 44],Private,Associates,Separated,Other,Unmarried,White,Female,0,0,> 40,0,0
17821,> 44,Private,High School grad,Separated,Other,Other-relative,White,Male,0,0,<= 40,0,0
17822,<= 31,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,<= 40,0,0
17823,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17824,(31 - 44],Self-emp-inc,High School grad,Married,Sales,Wife,White,Female,0,0,> 40,0,0
17825,(31 - 44],Private,Masters,Separated,White-Collar,Not-in-family,White,Male,0,0,> 40,1,1
17826,(31 - 44],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,1
17827,> 44,State-gov,Doctorate,Never-Married,Professional,Not-in-family,White,Female,Low,0,<= 40,1,1
17828,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
17829,(31 - 44],Self-emp-not-inc,High School grad,Never-Married,White-Collar,Not-in-family,White,Male,Low,0,> 40,0,0
17830,(31 - 44],State-gov,Bachelors,Married,Admin,Husband,White,Male,0,0,<= 40,0,1
17831,> 44,Federal-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
17832,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,> 40,0,0
17833,> 44,Private,High School grad,Never-Married,White-Collar,Not-in-family,Black,Female,0,0,<= 40,0,0
17834,> 44,State-gov,Doctorate,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
17835,> 44,Private,Prof-School,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,High,<= 40,1,1
17836,> 44,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
17837,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,Low,<= 40,0,0
17838,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17839,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17840,(31 - 44],Self-emp-inc,Prof-School,Married,Professional,Husband,White,Male,0,High,> 40,1,1
17841,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,<= 40,0,0
17842,<= 31,State-gov,Masters,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,0
17843,> 44,Private,High School grad,Widowed,Blue-Collar,Unmarried,White,Female,0,0,<= 40,0,0
17844,<= 31,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Female,0,High,<= 40,0,0
17845,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
17846,<= 31,Private,High School grad,Married,Admin,Husband,White,Male,0,0,> 40,0,0
17847,> 44,Private,Masters,Married,Sales,Husband,White,Male,0,0,> 40,1,1
17848,> 44,Local-gov,Bachelors,Widowed,Professional,Unmarried,White,Female,0,0,<= 40,0,0
17849,(31 - 44],Private,High School grad,Separated,Admin,Own-child,White,Female,0,0,<= 40,0,0
17850,(31 - 44],Local-gov,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17851,> 44,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,1,0
17852,> 44,Local-gov,Prof-School,Never-Married,White-Collar,Not-in-family,Black,Female,0,0,> 40,1,1
17853,<= 31,State-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
17854,<= 31,Private,High School grad,Never-Married,Admin,Other-relative,White,Female,0,0,<= 40,0,0
17855,<= 31,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Male,0,0,<= 40,0,0
17856,> 44,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,Low,> 40,0,0
17857,> 44,Private,High School grad,Separated,Admin,Not-in-family,White,Male,0,0,<= 40,0,0
17858,<= 31,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
17859,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17860,(31 - 44],Self-emp-inc,Associates,Married,White-Collar,Husband,White,Male,High,0,> 40,1,1
17861,> 44,Self-emp-inc,Prof-School,Married,Blue-Collar,Husband,White,Male,High,0,> 40,1,1
17862,> 44,Private,Bachelors,Separated,Sales,Unmarried,White,Female,0,0,> 40,0,0
17863,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
17864,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17865,(31 - 44],Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,0,0
17866,(31 - 44],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17867,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,1,0
17868,> 44,Local-gov,Dropout,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,0
17869,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
17870,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17871,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
17872,(31 - 44],Private,Associates,Separated,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
17873,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17874,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
17875,(31 - 44],Private,High School grad,Separated,Professional,Not-in-family,Asian-Pac-Islander,Male,0,0,<= 40,1,0
17876,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17877,(31 - 44],Local-gov,Bachelors,Widowed,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
17878,(31 - 44],Private,High School grad,Separated,White-Collar,Not-in-family,White,Male,0,0,> 40,0,0
17879,> 44,Private,Dropout,Separated,Service,Unmarried,Black,Female,0,0,<= 40,0,0
17880,<= 31,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,<= 40,0,0
17881,(31 - 44],Private,High School grad,Married,White-Collar,Husband,White,Male,High,0,> 40,1,1
17882,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<= 40,0,0
17883,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,<= 40,0,0
17884,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
17885,(31 - 44],Private,Bachelors,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
17886,(31 - 44],Private,Masters,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
17887,<= 31,State-gov,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
17888,<= 31,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
17889,(31 - 44],State-gov,Prof-School,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
17890,(31 - 44],Private,High School grad,Separated,Blue-Collar,Unmarried,White,Female,0,0,<= 40,0,0
17891,> 44,Self-emp-inc,High School grad,Widowed,White-Collar,Unmarried,White,Male,0,0,<= 40,0,1
17892,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17893,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17894,<= 31,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,High,<= 40,0,0
17895,(31 - 44],Private,High School grad,Separated,Blue-Collar,Unmarried,Black,Female,0,0,> 40,0,0
17896,> 44,Local-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
17897,> 44,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,High,0,> 40,1,1
17898,(31 - 44],Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
17899,> 44,Private,Prof-School,Married,Other,Husband,White,Male,0,High,<= 40,1,1
17900,> 44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,Low,> 40,0,0
17901,> 44,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
17902,> 44,Local-gov,Bachelors,Married,Professional,Wife,White,Female,0,0,> 40,0,0
17903,> 44,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
17904,<= 31,Local-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
17905,> 44,State-gov,High School grad,Separated,Professional,Unmarried,White,Female,0,0,<= 40,0,0
17906,<= 31,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
17907,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17908,> 44,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,High,> 40,0,1
17909,<= 31,Private,High School grad,Separated,Blue-Collar,Own-child,White,Female,0,0,<= 40,0,0
17910,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
17911,<= 31,Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
17912,> 44,Private,Prof-School,Married,Professional,Husband,White,Male,High,0,> 40,1,1
17913,(31 - 44],Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,High,> 40,1,1
17914,<= 31,Private,High School grad,Married,White-Collar,Own-child,White,Male,High,0,> 40,1,1
17915,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
17916,<= 31,Federal-gov,Bachelors,Never-Married,Professional,Not-in-family,Asian-Pac-Islander,Male,0,0,<= 40,0,0
17917,> 44,Private,Doctorate,Married,Professional,Husband,White,Male,0,0,> 40,1,1
17918,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
17919,(31 - 44],Private,Bachelors,Married,White-Collar,Husband,White,Male,High,0,> 40,1,1
17920,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
17921,(31 - 44],Private,High School grad,Married,Other,Husband,White,Male,Low,0,> 40,0,0
17922,> 44,Self-emp-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,0,1
17923,<= 31,Private,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,Low,0,> 40,0,0
17924,<= 31,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
17925,> 44,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
17926,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
17927,<= 31,Private,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,1,0
17928,(31 - 44],Private,Associates,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
17929,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
17930,> 44,Private,Masters,Married,White-Collar,Husband,White,Male,0,High,> 40,1,1
17931,(31 - 44],State-gov,High School grad,Married,Admin,Husband,White,Male,0,0,<= 40,0,0
17932,<= 31,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,0,0,> 40,0,0
17933,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17934,> 44,Federal-gov,Associates,Separated,Professional,Not-in-family,White,Female,0,0,<= 40,1,0
17935,(31 - 44],Private,Dropout,Separated,Service,Unmarried,Other,Female,0,0,<= 40,0,0
17936,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17937,> 44,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,High,0,> 40,1,1
17938,> 44,Federal-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,1
17939,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17940,> 44,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
17941,> 44,Private,Dropout,Married,Sales,Husband,White,Male,0,High,<= 40,1,1
17942,(31 - 44],Federal-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
17943,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
17944,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
17945,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
17946,> 44,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
17947,(31 - 44],Private,Masters,Married,White-Collar,Husband,Black,Male,0,High,<= 40,1,1
17948,(31 - 44],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
17949,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,0,1
17950,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
17951,> 44,Private,High School grad,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,<= 40,0,1
17952,> 44,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,0,1
17953,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
