race,sex,LSAT,UGPA,ZFYA,rank
White,Female,33.0,3.3,0.17,10138
White,Female,24.0,3.2,0.17,10139
White,Male,44.0,3.1,0.17,10140
White,Male,44.0,3.3,0.17,10141
White,Male,38.5,3.0,0.17,10142
White,Male,43.0,3.2,0.17,10143
White,Female,35.0,3.0,0.17,10144
White,Male,28.0,3.5,0.17,10145
White,Female,32.0,2.9,0.17,10146
White,Male,32.0,3.4,0.17,10147
White,Female,34.0,3.1,0.17,10148
White,Male,45.0,3.4,0.17,10149
Other,Male,40.0,3.7,0.17,10150
White,Female,34.0,3.8,0.17,10151
White,Female,42.0,3.9,0.17,10152
White,Male,35.0,2.9,0.17,10153
White,Male,38.0,3.2,0.17,10154
Puertorican,Male,31.0,2.7,0.17,10155
White,Male,44.0,3.2,0.17,10156
White,Male,39.0,3.8,0.17,10157
White,Male,42.0,3.1,0.17,10158
Mexican,Female,35.0,3.1,0.17,10159
Hispanic,Female,33.0,3.7,0.17,10160
White,Female,33.0,3.5,0.17,10161
White,Female,35.0,3.0,0.17,10162
White,Male,35.0,2.6,0.17,10163
White,Male,40.0,3.4,0.17,10164
White,Male,39.0,3.3,0.17,10165
White,Female,31.5,3.2,0.17,10166
White,Male,39.0,3.1,0.17,10167
White,Female,32.0,3.8,0.17,10168
White,Female,39.0,3.3,0.17,10169
White,Female,36.0,3.7,0.17,10170
White,Male,37.0,2.9,0.17,10171
White,Female,41.0,3.4,0.17,10172
White,Male,37.5,2.8,0.17,10173
White,Female,38.0,2.7,0.16,10174
White,Male,34.0,3.8,0.16,10175
White,Female,40.0,2.6,0.16,10176
White,Male,41.0,4.0,0.16,10177
White,Female,37.0,3.7,0.16,10178
White,Female,36.0,3.5,0.16,10179
White,Female,32.0,3.2,0.16,10180
White,Male,37.0,3.4,0.16,10181
White,Male,29.0,3.5,0.16,10182
White,Male,32.5,2.8,0.16,10183
White,Male,41.0,3.0,0.16,10184
White,Male,41.0,3.4,0.16,10185
White,Male,42.0,3.1,0.16,10186
White,Female,41.0,3.1,0.16,10187
White,Female,33.0,3.4,0.16,10188
White,Male,40.0,3.3,0.16,10189
Other,Male,41.0,3.6,0.16,10190
White,Male,42.0,3.0,0.16,10191
White,Male,42.0,2.9,0.16,10192
White,Male,37.0,3.4,0.16,10193
White,Male,32.0,2.7,0.16,10194
White,Male,26.5,2.7,0.16,10195
White,Female,29.5,3.3,0.16,10196
White,Male,40.0,3.5,0.16,10197
White,Male,31.0,2.1,0.16,10198
White,Male,30.7,2.3,0.16,10199
White,Male,28.0,2.7,0.16,10200
White,Male,42.0,3.9,0.16,10201
White,Male,34.0,2.7,0.16,10202
White,Female,32.0,2.7,0.16,10203
White,Female,43.0,3.2,0.16,10204
White,Female,38.0,3.2,0.16,10205
White,Male,33.0,2.7,0.16,10206
White,Male,30.0,3.1,0.16,10207
White,Male,42.0,3.2,0.16,10208
White,Male,46.0,3.7,0.16,10209
White,Male,33.5,3.3,0.16,10210
White,Female,36.0,2.9,0.16,10211
White,Female,33.5,3.2,0.16,10212
White,Female,35.0,3.0,0.16,10213
Asian,Male,29.0,3.0,0.16,10214
Hispanic,Female,27.0,3.1,0.16,10215
White,Male,35.5,2.8,0.16,10216
White,Female,42.0,3.9,0.16,10217
Black,Male,25.0,2.3,0.16,10218
White,Male,45.0,2.9,0.16,10219
White,Male,36.5,3.4,0.16,10220
White,Male,40.0,3.4,0.16,10221
White,Female,42.0,3.4,0.16,10222
White,Male,31.5,3.2,0.16,10223
White,Male,37.0,2.8,0.16,10224
White,Male,30.0,3.3,0.16,10225
Asian,Male,37.0,3.4,0.16,10226
White,Female,38.0,3.5,0.16,10227
White,Female,45.0,3.6,0.16,10228
White,Male,43.0,3.3,0.16,10229
White,Female,41.0,3.3,0.16,10230
Mexican,Female,42.0,3.2,0.16,10231
White,Female,38.0,3.5,0.16,10232
White,Female,32.0,2.6,0.16,10233
White,Male,37.5,3.2,0.16,10234
White,Female,19.5,3.2,0.16,10235
White,Female,42.0,3.6,0.16,10236
White,Male,35.0,3.6,0.16,10237
White,Male,43.0,2.9,0.16,10238
White,Male,34.5,2.9,0.16,10239
White,Female,30.0,3.8,0.16,10240
White,Male,32.5,3.1,0.16,10241
White,Male,42.0,3.5,0.16,10242
White,Female,39.0,3.6,0.16,10243
White,Male,37.0,3.2,0.16,10244
White,Female,37.0,3.9,0.16,10245
White,Male,41.0,3.0,0.16,10246
Asian,Female,32.5,3.5,0.16,10247
White,Male,40.0,3.3,0.16,10248
White,Male,39.0,3.4,0.16,10249
White,Female,44.0,3.6,0.16,10250
White,Male,35.0,3.1,0.16,10251
White,Female,42.0,3.8,0.16,10252
White,Female,39.0,3.7,0.16,10253
White,Female,42.0,3.1,0.16,10254
White,Female,38.0,3.1,0.16,10255
Asian,Female,29.0,2.7,0.16,10256
Black,Female,33.0,2.3,0.16,10257
White,Female,36.0,3.1,0.16,10258
Mexican,Female,44.0,3.3,0.16,10259
White,Male,44.0,3.7,0.16,10260
White,Female,39.0,2.5,0.16,10261
White,Female,34.0,3.2,0.16,10262
White,Male,27.7,2.9,0.16,10263
White,Male,33.5,2.8,0.16,10264
Hispanic,Male,31.0,3.0,0.16,10265
White,Male,38.0,2.5,0.16,10266
White,Female,41.0,2.8,0.16,10267
Asian,Male,33.0,3.0,0.16,10268
Black,Female,25.0,2.8,0.16,10269
Asian,Female,30.5,3.3,0.16,10270
White,Male,34.0,2.2,0.16,10271
Puertorican,Female,30.0,3.0,0.16,10272
White,Female,41.0,3.7,0.16,10273
White,Male,32.0,2.8,0.16,10274
Asian,Male,33.0,3.5,0.16,10275
White,Male,39.0,2.4,0.16,10276
White,Female,43.0,3.5,0.15,10277
White,Male,37.0,2.6,0.15,10278
White,Female,41.0,4.0,0.15,10279
White,Male,42.0,3.0,0.15,10280
White,Male,36.0,3.1,0.15,10281
White,Male,35.0,3.0,0.15,10282
White,Male,38.0,3.6,0.15,10283
White,Male,37.0,2.9,0.15,10284
White,Female,35.0,2.8,0.15,10285
White,Male,38.0,3.6,0.15,10286
White,Male,40.0,3.4,0.15,10287
White,Female,37.0,3.2,0.15,10288
White,Male,45.0,3.5,0.15,10289
White,Female,38.0,3.0,0.15,10290
White,Male,36.0,2.2,0.15,10291
White,Female,39.0,2.7,0.15,10292
White,Male,39.0,3.7,0.15,10293
White,Male,39.0,3.3,0.15,10294
White,Female,35.0,3.1,0.15,10295
White,Female,33.0,3.7,0.15,10296
Hispanic,Female,47.0,3.3,0.15,10297
White,Female,42.0,2.4,0.15,10298
White,Male,37.0,3.5,0.15,10299
Mexican,Female,35.0,3.0,0.15,10300
White,Male,40.0,3.1,0.15,10301
Asian,Male,37.0,3.8,0.15,10302
White,Male,36.0,2.6,0.15,10303
White,Female,40.0,3.5,0.15,10304
White,Female,47.0,3.8,0.15,10305
White,Female,35.0,3.7,0.15,10306
White,Male,41.0,4.0,0.15,10307
White,Male,41.0,3.7,0.15,10308
White,Female,38.0,3.9,0.15,10309
White,Male,37.0,2.9,0.15,10310
White,Female,30.5,3.6,0.15,10311
White,Female,48.0,2.9,0.15,10312
White,Male,34.0,3.0,0.15,10313
White,Male,42.0,3.4,0.15,10314
White,Female,39.0,3.6,0.15,10315
White,Male,48.0,3.8,0.15,10316
White,Male,37.0,2.8,0.15,10317
White,Male,33.5,3.3,0.15,10318
White,Female,40.0,3.7,0.15,10319
Other,Male,36.0,3.6,0.15,10320
White,Female,34.0,3.0,0.15,10321
Asian,Male,42.0,3.5,0.15,10322
White,Male,38.0,2.6,0.15,10323
White,Male,39.0,3.8,0.15,10324
Asian,Male,42.0,3.8,0.15,10325
White,Male,25.7,3.1,0.15,10326
Asian,Male,44.0,3.7,0.15,10327
White,Male,37.0,2.7,0.15,10328
White,Female,39.0,3.3,0.15,10329
Hispanic,Male,41.0,2.7,0.15,10330
White,Male,35.0,3.2,0.15,10331
White,Male,35.0,2.9,0.15,10332
White,Female,34.0,3.2,0.15,10333
White,Female,47.0,3.5,0.15,10334
Mexican,Female,40.0,2.5,0.15,10335
White,Female,35.5,3.7,0.15,10336
White,Female,37.0,3.0,0.15,10337
White,Male,45.0,3.5,0.15,10338
White,Male,39.0,2.6,0.15,10339
White,Male,37.0,3.1,0.15,10340
White,Female,40.0,3.4,0.15,10341
White,Female,45.0,3.7,0.15,10342
White,Male,37.0,3.2,0.15,10343
White,Female,35.0,3.5,0.15,10344
White,Female,34.0,3.7,0.15,10345
White,Male,42.0,2.9,0.15,10346
White,Male,37.0,3.3,0.15,10347
White,Female,46.0,3.9,0.15,10348
White,Female,32.5,3.1,0.15,10349
Hispanic,Female,40.0,3.6,0.15,10350
White,Female,37.0,3.2,0.15,10351
White,Male,35.0,3.2,0.15,10352
White,Male,35.0,3.1,0.15,10353
White,Female,38.0,3.0,0.15,10354
White,Male,21.5,3.3,0.15,10355
White,Female,39.0,3.8,0.15,10356
White,Female,41.0,2.8,0.15,10357
White,Male,39.0,3.3,0.15,10358
White,Male,39.0,3.2,0.15,10359
White,Male,36.0,2.7,0.15,10360
White,Male,48.0,2.7,0.15,10361
White,Female,30.0,3.2,0.15,10362
White,Male,40.0,3.3,0.15,10363
Mexican,Male,37.0,2.3,0.15,10364
Black,Female,38.0,2.9,0.15,10365
White,Female,34.0,3.1,0.15,10366
White,Female,36.0,3.1,0.15,10367
Black,Male,29.0,2.4,0.14,10368
White,Female,42.0,3.4,0.14,10369
White,Female,37.0,3.2,0.14,10370
White,Male,33.0,2.9,0.14,10371
White,Male,33.0,3.3,0.14,10372
White,Male,39.0,3.1,0.14,10373
White,Female,32.0,3.7,0.14,10374
White,Male,38.0,3.7,0.14,10375
White,Female,34.0,3.5,0.14,10376
White,Male,42.0,3.7,0.14,10377
White,Male,40.0,3.5,0.14,10378
White,Female,36.0,3.6,0.14,10379
White,Female,48.0,3.6,0.14,10380
White,Male,42.0,4.0,0.14,10381
White,Male,33.0,3.1,0.14,10382
White,Female,45.0,3.4,0.14,10383
Asian,Male,35.5,2.5,0.14,10384
White,Male,45.0,3.9,0.14,10385
White,Female,35.0,2.8,0.14,10386
White,Female,28.0,3.6,0.14,10387
White,Female,34.0,3.2,0.14,10388
White,Male,38.0,2.6,0.14,10389
White,Male,30.0,3.4,0.14,10390
White,Male,48.0,4.0,0.14,10391
Asian,Female,31.0,2.9,0.14,10392
White,Female,42.0,4.0,0.14,10393
White,Male,44.0,3.5,0.14,10394
White,Female,37.0,3.7,0.14,10395
White,Male,38.0,3.0,0.14,10396
Mexican,Male,33.0,2.3,0.14,10397
White,Female,32.5,3.5,0.14,10398
White,Male,41.0,3.8,0.14,10399
White,Female,36.0,3.8,0.14,10400
White,Female,36.0,3.7,0.14,10401
White,Female,34.5,3.8,0.14,10402
White,Male,40.0,3.0,0.14,10403
White,Male,34.0,2.9,0.14,10404
Mexican,Male,31.0,2.2,0.14,10405
White,Female,35.0,3.1,0.14,10406
White,Female,37.0,3.1,0.14,10407
White,Male,37.0,3.5,0.14,10408
White,Male,39.0,3.8,0.14,10409
White,Female,35.0,3.9,0.14,10410
Asian,Male,33.5,3.2,0.14,10411
Asian,Female,31.0,2.7,0.14,10412
White,Male,40.0,3.4,0.14,10413
White,Male,34.0,3.8,0.14,10414
White,Male,40.0,3.7,0.14,10415
White,Female,45.0,3.2,0.14,10416
White,Male,31.0,3.2,0.14,10417
White,Female,31.0,3.9,0.14,10418
White,Male,38.0,3.6,0.14,10419
White,Male,37.0,2.5,0.14,10420
White,Male,42.0,3.4,0.14,10421
White,Female,43.0,3.6,0.14,10422
White,Female,41.0,3.8,0.14,10423
White,Male,41.0,3.8,0.14,10424
White,Female,37.0,3.1,0.14,10425
White,Male,30.0,2.7,0.14,10426
White,Male,37.0,3.0,0.14,10427
Mexican,Male,29.5,3.3,0.14,10428
Other,Female,35.0,2.9,0.14,10429
White,Female,35.0,3.0,0.14,10430
White,Male,36.0,3.3,0.14,10431
White,Female,34.0,3.3,0.14,10432
White,Female,33.0,3.5,0.14,10433
White,Female,31.0,3.8,0.14,10434
White,Male,43.0,3.3,0.14,10435
White,Male,36.0,3.3,0.14,10436
White,Female,39.0,3.3,0.14,10437
White,Female,35.0,3.7,0.14,10438
White,Male,38.0,3.9,0.14,10439
Mexican,Female,35.0,3.1,0.14,10440
White,Male,37.0,2.7,0.14,10441
White,Female,35.0,3.3,0.14,10442
White,Female,38.0,3.4,0.14,10443
White,Female,38.0,3.0,0.14,10444
White,Male,35.0,3.0,0.14,10445
White,Female,35.5,3.1,0.14,10446
White,Female,40.0,3.4,0.14,10447
White,Male,37.0,2.7,0.14,10448
Black,Female,33.0,3.3,0.14,10449
White,Male,38.0,2.6,0.14,10450
White,Male,33.0,3.0,0.14,10451
Black,Female,32.0,2.8,0.14,10452
White,Male,36.0,2.8,0.14,10453
White,Female,31.0,2.1,0.14,10454
White,Male,43.0,3.6,0.14,10455
White,Male,38.0,3.2,0.14,10456
White,Female,27.0,3.4,0.14,10457
White,Female,36.0,3.6,0.14,10458
White,Male,44.0,3.6,0.14,10459
White,Male,40.0,3.9,0.14,10460
White,Male,37.0,3.6,0.14,10461
Other,Male,27.0,2.8,0.14,10462
White,Male,37.0,3.2,0.14,10463
Black,Female,34.5,2.6,0.14,10464
Asian,Female,43.0,3.9,0.14,10465
White,Male,41.0,3.7,0.14,10466
White,Male,39.0,3.1,0.14,10467
White,Male,48.0,2.8,0.14,10468
White,Male,38.0,2.3,0.14,10469
White,Male,35.0,3.6,0.14,10470
White,Male,41.0,2.9,0.14,10471
Hispanic,Female,40.0,3.9,0.14,10472
White,Female,45.0,3.9,0.14,10473
White,Female,42.0,3.3,0.14,10474
White,Male,33.0,2.3,0.14,10475
Amerindian,Female,41.0,2.9,0.14,10476
White,Male,43.0,3.8,0.14,10477
White,Male,36.0,3.4,0.14,10478
White,Male,33.0,3.0,0.14,10479
White,Male,43.0,3.6,0.14,10480
White,Male,35.0,2.7,0.14,10481
White,Male,48.0,3.4,0.14,10482
White,Female,38.0,3.0,0.13,10483
White,Female,34.0,3.4,0.13,10484
White,Male,35.0,3.1,0.13,10485
White,Male,40.0,3.4,0.13,10486
White,Male,40.0,2.7,0.13,10487
White,Male,41.0,2.8,0.13,10488
White,Male,42.0,2.8,0.13,10489
White,Female,40.0,3.9,0.13,10490
Asian,Female,40.0,3.4,0.13,10491
White,Female,34.5,2.9,0.13,10492
White,Male,39.0,3.8,0.13,10493
White,Female,35.0,3.8,0.13,10494
White,Female,38.0,2.9,0.13,10495
White,Male,39.0,3.7,0.13,10496
White,Female,32.0,2.7,0.13,10497
White,Male,31.0,3.3,0.13,10498
White,Male,40.5,2.9,0.13,10499
White,Male,39.0,2.9,0.13,10500
White,Male,33.0,3.7,0.13,10501
White,Female,37.0,3.1,0.13,10502
White,Male,39.0,3.4,0.13,10503
White,Female,44.0,3.6,0.13,10504
White,Male,32.0,3.8,0.13,10505
White,Female,41.0,3.2,0.13,10506
Other,Male,37.0,2.5,0.13,10507
Other,Male,22.5,2.3,0.13,10508
White,Female,41.0,4.0,0.13,10509
White,Female,46.0,3.6,0.13,10510
White,Male,28.0,3.0,0.13,10511
White,Male,38.0,3.2,0.13,10512
White,Female,37.0,3.8,0.13,10513
White,Male,44.0,3.5,0.13,10514
White,Male,37.0,2.7,0.13,10515
White,Female,37.0,3.5,0.13,10516
White,Female,43.5,2.4,0.13,10517
White,Female,40.0,3.3,0.13,10518
White,Male,32.0,3.3,0.13,10519
White,Male,31.5,2.7,0.13,10520
White,Female,37.0,3.3,0.13,10521
Other,Female,32.0,3.9,0.13,10522
White,Male,41.0,3.0,0.13,10523
White,Male,44.0,2.9,0.13,10524
White,Male,39.0,3.4,0.13,10525
White,Female,39.0,3.3,0.13,10526
White,Female,40.0,3.2,0.13,10527
White,Female,35.0,2.9,0.13,10528
White,Male,42.0,3.5,0.13,10529
White,Female,36.0,3.7,0.13,10530
Black,Male,42.0,2.9,0.13,10531
White,Male,34.0,3.6,0.13,10532
White,Female,39.0,3.6,0.13,10533
White,Female,36.0,2.9,0.13,10534
White,Female,34.0,2.8,0.13,10535
White,Male,38.0,3.5,0.13,10536
Mexican,Female,38.0,3.4,0.13,10537
White,Female,38.0,3.5,0.13,10538
White,Male,28.0,3.0,0.13,10539
White,Male,41.0,3.7,0.13,10540
White,Female,41.0,2.7,0.13,10541
White,Female,42.0,3.5,0.13,10542
White,Female,32.0,3.4,0.13,10543
White,Male,36.0,2.5,0.13,10544
White,Male,34.0,3.5,0.12,10545
White,Male,41.0,3.4,0.12,10546
White,Male,45.0,3.4,0.12,10547
White,Male,41.0,2.4,0.12,10548
White,Female,38.0,3.0,0.12,10549
Asian,Female,36.0,3.4,0.12,10550
White,Female,39.0,3.5,0.12,10551
White,Female,31.0,2.6,0.12,10552
White,Male,34.0,3.3,0.12,10553
White,Female,36.0,3.1,0.12,10554
White,Female,37.0,3.2,0.12,10555
White,Male,47.0,3.7,0.12,10556
White,Male,36.0,3.6,0.12,10557
White,Female,26.0,3.0,0.12,10558
White,Male,45.0,3.1,0.12,10559
White,Female,36.0,3.0,0.12,10560
White,Male,35.0,3.7,0.12,10561
White,Female,31.0,3.4,0.12,10562
White,Female,37.0,3.4,0.12,10563
White,Male,38.5,3.3,0.12,10564
White,Male,41.0,3.6,0.12,10565
White,Female,45.0,3.3,0.12,10566
White,Male,34.0,3.9,0.12,10567
White,Female,35.0,3.1,0.12,10568
White,Female,39.0,3.0,0.12,10569
White,Female,35.0,2.7,0.12,10570
White,Female,41.0,3.4,0.12,10571
Black,Female,29.0,2.7,0.12,10572
White,Male,35.0,3.6,0.12,10573
Asian,Male,38.0,3.5,0.12,10574
White,Female,41.0,3.5,0.12,10575
White,Female,37.0,3.1,0.12,10576
White,Male,31.5,3.7,0.12,10577
White,Female,31.5,2.8,0.12,10578
White,Male,29.0,3.2,0.12,10579
White,Female,36.0,3.5,0.12,10580
White,Female,45.0,3.1,0.12,10581
White,Male,38.0,3.3,0.12,10582
White,Female,31.0,3.9,0.12,10583
White,Male,38.0,2.7,0.12,10584
White,Female,42.0,3.3,0.12,10585
White,Male,40.0,3.0,0.12,10586
White,Male,38.0,2.9,0.12,10587
White,Male,34.0,2.5,0.12,10588
White,Male,39.0,3.2,0.12,10589
White,Male,33.0,3.1,0.12,10590
White,Female,36.7,3.5,0.12,10591
White,Female,36.0,3.7,0.12,10592
White,Male,33.0,2.4,0.12,10593
White,Male,43.0,2.9,0.12,10594
White,Female,40.0,3.4,0.12,10595
White,Male,46.0,3.2,0.12,10596
White,Male,38.5,2.5,0.12,10597
Mexican,Male,36.0,2.5,0.12,10598
White,Female,43.0,3.0,0.12,10599
Black,Female,34.0,2.5,0.12,10600
White,Male,41.0,2.5,0.12,10601
Hispanic,Female,35.0,3.4,0.12,10602
White,Female,37.0,3.8,0.12,10603
White,Female,42.0,4.0,0.12,10604
Other,Male,44.0,3.0,0.12,10605
White,Male,29.0,3.5,0.12,10606
White,Female,34.0,3.3,0.12,10607
White,Male,35.0,3.3,0.12,10608
White,Female,31.0,3.1,0.12,10609
White,Female,39.0,3.7,0.12,10610
Black,Male,22.0,3.7,0.12,10611
Black,Male,39.0,3.3,0.12,10612
White,Male,31.5,3.4,0.12,10613
White,Male,44.0,3.0,0.12,10614
Asian,Male,27.0,3.4,0.12,10615
Hispanic,Female,27.0,4.0,0.12,10616
White,Female,35.0,3.0,0.12,10617
White,Male,41.0,2.3,0.12,10618
White,Male,40.0,3.4,0.12,10619
White,Female,41.0,3.1,0.12,10620
White,Male,37.0,3.5,0.12,10621
White,Male,39.0,3.8,0.12,10622
White,Male,31.5,3.2,0.12,10623
White,Male,43.0,3.0,0.12,10624
White,Female,40.0,3.5,0.12,10625
White,Female,41.0,3.9,0.12,10626
White,Female,41.0,3.8,0.12,10627
Mexican,Female,26.5,3.0,0.12,10628
Asian,Female,24.0,3.4,0.12,10629
White,Female,35.0,3.8,0.12,10630
Mexican,Male,32.0,3.5,0.12,10631
Hispanic,Female,35.0,3.8,0.12,10632
White,Male,37.0,3.4,0.12,10633
White,Male,37.0,2.2,0.12,10634
White,Male,35.0,3.5,0.12,10635
White,Male,35.0,3.3,0.12,10636
White,Male,35.0,3.7,0.12,10637
White,Female,24.7,3.0,0.12,10638
White,Female,32.0,3.1,0.12,10639
White,Female,43.0,3.3,0.12,10640
White,Female,37.0,3.4,0.12,10641
White,Male,35.0,3.1,0.12,10642
White,Female,37.0,3.4,0.12,10643
White,Male,41.0,3.7,0.12,10644
White,Male,28.0,3.4,0.12,10645
White,Female,41.0,3.3,0.12,10646
White,Female,41.0,3.1,0.12,10647
White,Female,40.0,3.2,0.12,10648
White,Male,37.0,3.5,0.12,10649
White,Female,44.0,3.7,0.12,10650
White,Male,45.0,2.2,0.12,10651
White,Female,35.0,3.6,0.12,10652
White,Female,33.0,3.5,0.12,10653
White,Male,40.0,2.5,0.12,10654
White,Male,35.0,3.5,0.12,10655
White,Male,44.0,3.4,0.12,10656
White,Male,40.0,3.1,0.12,10657
White,Male,39.0,3.3,0.12,10658
White,Male,31.0,2.7,0.12,10659
White,Male,45.0,3.8,0.12,10660
Mexican,Male,20.0,2.8,0.12,10661
White,Female,38.0,2.7,0.11,10662
White,Male,36.0,3.4,0.11,10663
White,Female,42.0,4.0,0.11,10664
White,Male,35.0,3.2,0.11,10665
White,Male,42.0,3.6,0.11,10666
White,Male,33.0,3.3,0.11,10667
Black,Female,32.0,3.2,0.11,10668
White,Female,36.0,3.4,0.11,10669
White,Male,37.0,3.3,0.11,10670
White,Male,37.0,3.5,0.11,10671
White,Male,42.0,3.2,0.11,10672
Mexican,Male,39.0,2.8,0.11,10673
White,Female,27.0,3.4,0.11,10674
White,Male,37.0,3.0,0.11,10675
White,Female,35.0,2.1,0.11,10676
White,Female,38.0,2.6,0.11,10677
White,Male,40.0,3.1,0.11,10678
White,Female,32.0,2.9,0.11,10679
Puertorican,Male,37.0,2.6,0.11,10680
White,Male,40.5,3.6,0.11,10681
White,Male,36.0,2.3,0.11,10682
White,Female,37.0,3.0,0.11,10683
White,Female,34.0,3.6,0.11,10684
White,Female,39.0,3.1,0.11,10685
White,Male,36.0,3.1,0.11,10686
White,Female,34.0,3.5,0.11,10687
White,Male,45.0,3.8,0.11,10688
White,Female,42.0,3.8,0.11,10689
Hispanic,Female,21.3,3.2,0.11,10690
White,Female,41.0,2.8,0.11,10691
White,Male,40.0,2.7,0.11,10692
White,Male,37.0,2.7,0.11,10693
White,Male,40.0,3.0,0.11,10694
White,Male,37.0,3.2,0.11,10695
White,Male,19.5,2.9,0.11,10696
Mexican,Female,30.5,2.8,0.11,10697
White,Female,39.0,3.0,0.11,10698
White,Male,30.0,3.5,0.11,10699
White,Male,38.0,3.6,0.11,10700
White,Male,32.0,2.6,0.11,10701
White,Male,38.0,3.7,0.11,10702
White,Male,35.0,3.3,0.11,10703
White,Female,38.0,3.8,0.11,10704
White,Female,40.0,2.7,0.11,10705
White,Male,29.0,3.4,0.11,10706
White,Male,38.0,2.6,0.11,10707
White,Female,38.0,3.3,0.11,10708
Puertorican,Female,36.0,2.7,0.11,10709
White,Male,35.0,2.9,0.11,10710
Mexican,Female,34.0,3.7,0.11,10711
White,Male,34.0,3.2,0.11,10712
White,Female,37.0,3.2,0.11,10713
White,Male,41.0,3.7,0.11,10714
White,Male,35.0,3.5,0.11,10715
White,Male,45.0,3.2,0.11,10716
White,Female,37.0,3.3,0.11,10717
White,Female,33.0,3.1,0.11,10718
White,Female,34.0,3.8,0.11,10719
White,Male,43.0,3.1,0.11,10720
White,Male,29.5,3.1,0.1,10721
White,Female,34.0,3.4,0.1,10722
White,Male,32.0,3.4,0.1,10723
White,Male,32.7,3.1,0.1,10724
White,Male,32.5,3.3,0.1,10725
White,Male,41.0,2.5,0.1,10726
Asian,Male,37.7,3.1,0.1,10727
White,Male,40.0,2.4,0.1,10728
White,Female,40.0,3.0,0.1,10729
Hispanic,Male,40.0,3.8,0.1,10730
White,Male,37.0,3.0,0.1,10731
White,Female,37.0,3.4,0.1,10732
White,Male,35.0,2.4,0.1,10733
White,Female,38.0,3.7,0.1,10734
White,Female,26.0,3.1,0.1,10735
White,Male,31.0,2.4,0.1,10736
White,Male,18.3,2.7,0.1,10737
White,Male,44.0,3.2,0.1,10738
White,Female,25.0,2.8,0.1,10739
White,Female,34.0,3.5,0.1,10740
White,Female,47.0,3.7,0.1,10741
White,Male,39.0,3.3,0.1,10742
White,Male,27.0,2.7,0.1,10743
White,Male,44.0,4.0,0.1,10744
White,Female,33.0,3.4,0.1,10745
White,Male,36.0,2.9,0.1,10746
White,Male,32.5,2.5,0.1,10747
White,Male,44.0,3.0,0.1,10748
White,Male,36.0,2.7,0.1,10749
White,Female,38.0,3.4,0.1,10750
White,Male,32.0,2.7,0.1,10751
White,Male,37.0,3.5,0.1,10752
White,Male,41.0,2.9,0.1,10753
White,Male,32.0,3.0,0.1,10754
White,Male,33.0,2.6,0.1,10755
White,Male,38.0,4.0,0.1,10756
White,Female,36.0,3.6,0.1,10757
White,Female,32.0,3.3,0.1,10758
White,Female,39.0,3.1,0.1,10759
White,Female,47.0,3.1,0.1,10760
White,Female,36.0,2.9,0.1,10761
White,Female,39.0,3.9,0.1,10762
White,Male,35.5,3.0,0.1,10763
White,Male,39.0,3.3,0.1,10764
White,Female,32.0,3.7,0.1,10765
White,Male,43.0,3.0,0.1,10766
White,Male,34.0,2.8,0.1,10767
White,Male,33.0,3.5,0.1,10768
White,Male,42.0,2.9,0.1,10769
White,Male,36.0,3.3,0.1,10770
White,Male,40.0,3.4,0.1,10771
White,Male,29.5,2.2,0.1,10772
White,Female,34.5,3.2,0.1,10773
White,Male,37.0,2.8,0.1,10774
Asian,Female,30.0,3.5,0.1,10775
White,Female,39.0,3.4,0.1,10776
White,Female,38.0,3.0,0.1,10777
White,Female,33.0,3.7,0.1,10778
White,Male,39.0,2.8,0.1,10779
White,Female,44.0,3.6,0.1,10780
White,Male,35.0,3.0,0.1,10781
White,Male,46.0,2.6,0.1,10782
White,Female,37.0,2.7,0.1,10783
White,Male,33.0,2.6,0.1,10784
White,Male,44.0,3.3,0.1,10785
White,Female,36.0,2.4,0.1,10786
White,Male,36.0,3.7,0.1,10787
White,Male,40.0,2.5,0.1,10788
Mexican,Male,45.0,3.4,0.1,10789
White,Female,30.5,3.7,0.1,10790
White,Female,39.0,3.5,0.1,10791
White,Male,29.0,3.9,0.1,10792
White,Male,29.0,3.5,0.1,10793
Asian,Female,41.0,3.7,0.1,10794
White,Male,28.0,3.2,0.1,10795
White,Male,29.0,2.4,0.1,10796
Black,Female,32.0,3.4,0.1,10797
White,Female,35.0,3.2,0.1,10798
White,Male,28.5,3.4,0.1,10799
White,Male,47.0,3.7,0.1,10800
White,Female,42.0,3.9,0.1,10801
Hispanic,Male,37.0,3.4,0.1,10802
White,Female,35.7,3.6,0.1,10803
White,Female,40.0,3.2,0.1,10804
White,Male,35.0,3.0,0.1,10805
White,Male,31.0,3.0,0.1,10806
White,Female,42.0,2.9,0.1,10807
White,Male,41.0,2.6,0.1,10808
White,Male,41.0,2.5,0.1,10809
White,Male,37.0,2.5,0.1,10810
White,Male,44.0,2.7,0.1,10811
White,Female,42.0,3.1,0.09,10812
White,Male,34.0,3.4,0.09,10813
White,Male,40.0,3.7,0.09,10814
White,Male,37.0,3.8,0.09,10815
White,Male,41.0,2.4,0.09,10816
White,Female,33.5,3.5,0.09,10817
White,Female,40.0,3.4,0.09,10818
White,Male,47.0,3.8,0.09,10819
White,Male,44.0,3.4,0.09,10820
White,Male,36.0,2.9,0.09,10821
White,Male,44.0,3.9,0.09,10822
White,Female,36.0,3.0,0.09,10823
White,Female,40.0,3.7,0.09,10824
Black,Female,33.0,3.0,0.09,10825
